Aplicativo,Tipo de Falha,Critério WCAG,Nível,Número de Ocorrências,Percentual (%)
Drive Weather With Live Radar_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,33,23.24
Drive Weather With Live Radar_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,5,3.52
Drive Weather With Live Radar_APKPure,Missing Content Description,1.1.1 Non-text Content,A,22,15.49
Drive Weather With Live Radar_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,16,11.27
Drive Weather With Live Radar_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,26,18.31
Drive Weather With Live Radar_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,7,4.93
Drivetune_4.8.1_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,83,20.05
Drivetune_4.8.1_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,55,13.29
Drivetune_4.8.1_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,217,52.42
Drivetune_4.8.1_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,17,4.11
Drivetune_4.8.1_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,42,10.14
ecoapp_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,13,11.71
ecoapp_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,4,3.6
ecoapp_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,13,11.71
ecoapp_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,1.8
ecoapp_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,37,33.33
ecoapp_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,38,34.23
ecoapp_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,3,2.7
ecoapp_APKPure,Missing Content Description,1.1.1 Non-text Content,A,1,0.9
eduVPN,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,8,21.05
eduVPN,Resize Text - insufficient increase,1.4.4 Resize Text,AA,7,18.42
eduVPN,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,12,31.58
eduVPN,Overlapping Elements,1.4.12 Text Spacing,AA,3,7.89
eduVPN,Missing Accessible Name,"4.1.2 Name, Role, Value",A,2,5.26
eduVPN,Missing Label or Instruction,3.3.2 Labels or Instructions,A,2,5.26
eduVPN,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,1,2.63
eduVPN,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,1,2.63
eduVPN,Duplicate Text,3.2.4 Consistent Identification,AA,2,5.26
ELAUNCH_4.1.0_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,6,6.25
ELAUNCH_4.1.0_APKPure,Error Message Detected,3.3.1 Error Identification,A,6,6.25
ELAUNCH_4.1.0_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,6,6.25
ELAUNCH_4.1.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,24,25.0
ELAUNCH_4.1.0_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,15,15.62
ELAUNCH_4.1.0_APKPure,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,6,6.25
ELAUNCH_4.1.0_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,3,3.12
ELAUNCH_4.1.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,15,15.62
ELAUNCH_4.1.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,15,15.62
Electroneum_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,1,4.55
Electroneum_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,4,18.18
Electroneum_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,2,9.09
Electroneum_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,4,18.18
Electroneum_APKPure,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,2,9.09
Electroneum_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,1,4.55
Electroneum_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,4,18.18
Electroneum_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,4,18.18
energize,Missing Accessible Name,"4.1.2 Name, Role, Value",A,4,50.0
energize,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,4,50.0
epraise_3000.61.00_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,3,17.65
epraise_3000.61.00_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,8,47.06
epraise_3000.61.00_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,3,17.65
epraise_3000.61.00_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,3,17.65
EsilApp - Noticias_2.02.09_APKPure,Missing Content Description,1.1.1 Non-text Content,A,1,20.0
EsilApp - Noticias_2.02.09_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,2,40.0
EsilApp - Noticias_2.02.09_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,2,40.0
Eternity,Missing Content Description,1.1.1 Non-text Content,A,6,5.13
Eternity,Missing Accessible Name,"4.1.2 Name, Role, Value",A,13,11.11
Eternity,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,7,5.98
Eternity,Resize Text - insufficient increase,1.4.4 Resize Text,AA,41,35.04
Eternity,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,43,36.75
Eternity,Missing Label or Instruction,3.3.2 Labels or Instructions,A,1,0.85
Eternity,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,5,4.27
Eternity,Duplicate Text,3.2.4 Consistent Identification,AA,1,0.85
Everest,Missing Accessible Name,"4.1.2 Name, Role, Value",A,2,11.11
Everest,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,5,27.78
Everest,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,3,16.67
Everest,Resize Text - insufficient increase,1.4.4 Resize Text,AA,4,22.22
Everest,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,4,22.22
eWarehouse by KCS_2025.05.021620_APKPure,Error Message Detected,3.3.1 Error Identification,A,2,7.14
eWarehouse by KCS_2025.05.021620_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,4,14.29
eWarehouse by KCS_2025.05.021620_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,2,7.14
eWarehouse by KCS_2025.05.021620_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,10,35.71
eWarehouse by KCS_2025.05.021620_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,10,35.71
Field Warrior ELD_5.0.120_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,3,33.33
Field Warrior ELD_5.0.120_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,3,33.33
Field Warrior ELD_5.0.120_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,3,33.33
findmyip,Contrast Failure,1.4.3 Contrast (Minimum),AA,1,6.67
findmyip,Resize Text - insufficient increase,1.4.4 Resize Text,AA,7,46.67
findmyip,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,7,46.67
FlightAware Flight Tracker_5.13.8_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,3,12.5
FlightAware Flight Tracker_5.13.8_APKPure,Missing Content Description,1.1.1 Non-text Content,A,1,4.17
FlightAware Flight Tracker_5.13.8_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,3,12.5
FlightAware Flight Tracker_5.13.8_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,5,20.83
FlightAware Flight Tracker_5.13.8_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,8.33
FlightAware Flight Tracker_5.13.8_APKPure,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,1,4.17
FlightAware Flight Tracker_5.13.8_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,9,37.5
Food_You,Contrast Failure,1.4.3 Contrast (Minimum),AA,3,37.5
Food_You,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,2,25.0
Food_You,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,25.0
Food_You,Duplicate Text,3.2.4 Consistent Identification,AA,1,12.5
Freshdesk_9.3.2_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,30,38.96
Freshdesk_9.3.2_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,30,38.96
Freshdesk_9.3.2_APKPure,Non-essential Content Description Should Be Empty,1.1.1 Non-text Content,A,3,3.9
Freshdesk_9.3.2_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,5,6.49
Freshdesk_9.3.2_APKPure,Error Message Detected,3.3.1 Error Identification,A,4,5.19
Freshdesk_9.3.2_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,3,3.9
Freshdesk_9.3.2_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,2,2.6
FunDo Pro_1.8.15_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,11,7.1
FunDo Pro_1.8.15_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,55,35.48
FunDo Pro_1.8.15_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,55,35.48
FunDo Pro_1.8.15_APKPure,Missing Content Description,1.1.1 Non-text Content,A,6,3.87
FunDo Pro_1.8.15_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,11,7.1
FunDo Pro_1.8.15_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,15,9.68
FunDo Pro_1.8.15_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,1.29
Gateway_4.36.8_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,3,3.8
Gateway_4.36.8_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,12,15.19
Gateway_4.36.8_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,1,1.27
Gateway_4.36.8_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,31,39.24
Gateway_4.36.8_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,31,39.24
Gateway_4.36.8_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,1,1.27
GeoNotes,Contrast Failure,1.4.3 Contrast (Minimum),AA,1,1.56
GeoNotes,Missing Accessible Name,"4.1.2 Name, Role, Value",A,3,4.69
GeoNotes,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,6,9.38
GeoNotes,Resize Text - insufficient increase,1.4.4 Resize Text,AA,21,32.81
GeoNotes,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,21,32.81
GeoNotes,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,7,10.94
GeoNotes,Missing Content Description,1.1.1 Non-text Content,A,5,7.81
GigSmart Get Gigs_3.92.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,4,6.67
GigSmart Get Gigs_3.92.0_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,4,6.67
GigSmart Get Gigs_3.92.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,26,43.33
GigSmart Get Gigs_3.92.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,26,43.33
Go Daily-Read to earn_APKPure,Missing Content Description,1.1.1 Non-text Content,A,2,0.83
Go Daily-Read to earn_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,3,1.25
Go Daily-Read to earn_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,8,3.33
Go Daily-Read to earn_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,1,0.42
Go Daily-Read to earn_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,14,5.83
Go Daily-Read to earn_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,24,10.0
Go Daily-Read to earn_APKPure,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,1,0.42
Go Daily-Read to earn_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,93,38.75
Go Daily-Read to earn_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,94,39.17
Google Authenticator_7.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,5,22.73
Google Authenticator_7.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,8,36.36
Google Authenticator_7.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,8,36.36
Google Authenticator_7.0_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,1,4.55
gptmobile,Non-essential Content Description Should Be Empty,1.1.1 Non-text Content,A,1,14.29
gptmobile,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,1,14.29
gptmobile,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,1,14.29
gptmobile,Resize Text - insufficient increase,1.4.4 Resize Text,AA,1,14.29
gptmobile,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,3,42.86
Guide for Canva_ Graphic Design & Video_1.0_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,14,43.75
Guide for Canva_ Graphic Design & Video_1.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,3,9.38
Guide for Canva_ Graphic Design & Video_1.0_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,1,3.12
Guide for Canva_ Graphic Design & Video_1.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,7,21.88
Guide for Canva_ Graphic Design & Video_1.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,7,21.88
GymRoutines,Contrast Failure,1.4.3 Contrast (Minimum),AA,3,11.11
GymRoutines,Missing Accessible Name,"4.1.2 Name, Role, Value",A,1,3.7
GymRoutines,Missing Label or Instruction,3.3.2 Labels or Instructions,A,1,3.7
GymRoutines,Duplicate Text,3.2.4 Consistent Identification,AA,2,7.41
GymRoutines,Resize Text - insufficient increase,1.4.4 Resize Text,AA,10,37.04
GymRoutines,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,10,37.04
Habit-Maker,Resize Text - insufficient increase,1.4.4 Resize Text,AA,9,50.0
Habit-Maker,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,9,50.0
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,122,20.75
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,115,19.56
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,103,17.52
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Missing Content Description,1.1.1 Non-text Content,A,46,7.82
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,20,3.4
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,122,20.75
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,48,8.16
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,7,1.19
Hacoo - Discovering &Inspiring_3.9.4_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,5,0.85
Hamburger,Overlapping Elements,1.4.12 Text Spacing,AA,3,7.89
Hamburger,Contrast Failure,1.4.3 Contrast (Minimum),AA,7,18.42
Hamburger,Duplicate Text,3.2.4 Consistent Identification,AA,1,2.63
Hamburger,Resize Text - insufficient increase,1.4.4 Resize Text,AA,10,26.32
Hamburger,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,11,28.95
Hamburger,Missing Accessible Name,"4.1.2 Name, Role, Value",A,1,2.63
Hamburger,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,5,13.16
HPE Parts Validation_4.0_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,11,17.74
HPE Parts Validation_4.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,9,14.52
HPE Parts Validation_4.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,19,30.65
HPE Parts Validation_4.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,19,30.65
HPE Parts Validation_4.0_APKPure,Overlapping Elements,1.4.12 Text Spacing,AA,3,4.84
HPE Parts Validation_4.0_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,1,1.61
Huckleberry_ Baby & Child_0.9.264_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,17,7.83
Huckleberry_ Baby & Child_0.9.264_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,10,4.61
Huckleberry_ Baby & Child_0.9.264_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,10,4.61
Huckleberry_ Baby & Child_0.9.264_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,4,1.84
Huckleberry_ Baby & Child_0.9.264_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,4,1.84
Huckleberry_ Baby & Child_0.9.264_APKPure,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,42,19.35
Huckleberry_ Baby & Child_0.9.264_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,8,3.69
Huckleberry_ Baby & Child_0.9.264_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,69,31.8
Huckleberry_ Baby & Child_0.9.264_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,50,23.04
Huckleberry_ Baby & Child_0.9.264_APKPure,Overlapping Elements,1.4.12 Text Spacing,AA,3,1.38
HUG Global_1.0_APKPure,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,12,21.82
HUG Global_1.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,3,5.45
HUG Global_1.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,13,23.64
HUG Global_1.0_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,3,5.45
HUG Global_1.0_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,9,16.36
HUG Global_1.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,4,7.27
HUG Global_1.0_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,4,7.27
HUG Global_1.0_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,7,12.73
Humanforce (legacy)_10.5.22_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,2,2.38
Humanforce (legacy)_10.5.22_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,2,2.38
Humanforce (legacy)_10.5.22_APKPure,Error Message Detected,3.3.1 Error Identification,A,4,4.76
Humanforce (legacy)_10.5.22_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,4,4.76
Humanforce (legacy)_10.5.22_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,36,42.86
Humanforce (legacy)_10.5.22_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,36,42.86
hydra,Missing Accessible Name,"4.1.2 Name, Role, Value",A,6,7.06
hydra,Resize Text - insufficient increase,1.4.4 Resize Text,AA,30,35.29
hydra,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,30,35.29
hydra,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,8,9.41
hydra,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,2.35
hydra,Duplicate Text,3.2.4 Consistent Identification,AA,9,10.59
iExeter_11.26.0_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,6,2.84
iExeter_11.26.0_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,56,26.54
iExeter_11.26.0_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,36,17.06
iExeter_11.26.0_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,34,16.11
iExeter_11.26.0_APKPure,Overlapping Elements,1.4.12 Text Spacing,AA,15,7.11
iExeter_11.26.0_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,22,10.43
iExeter_11.26.0_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,20,9.48
iExeter_11.26.0_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,2,0.95
iExeter_11.26.0_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,18,8.53
iExeter_11.26.0_APKPure,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,2,0.95
imToken_ BTC & ETH Wallet_APKPure,Overlapping Elements,1.4.12 Text Spacing,AA,4,1.61
imToken_ BTC & ETH Wallet_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,8,3.21
imToken_ BTC & ETH Wallet_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,1,0.4
imToken_ BTC & ETH Wallet_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,226,90.76
imToken_ BTC & ETH Wallet_APKPure,Error Message Detected,3.3.1 Error Identification,A,1,0.4
imToken_ BTC & ETH Wallet_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,1,0.4
imToken_ BTC & ETH Wallet_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,6,2.41
imToken_ BTC & ETH Wallet_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,2,0.8
inflationCalculator,Missing Label or Instruction,3.3.2 Labels or Instructions,A,4,12.12
inflationCalculator,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,1,3.03
inflationCalculator,Resize Text - insufficient increase,1.4.4 Resize Text,AA,9,27.27
inflationCalculator,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,9,27.27
inflationCalculator,Missing Accessible Name,"4.1.2 Name, Role, Value",A,5,15.15
inflationCalculator,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,5,15.15
Insperity Mobile_3.7.8_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,7,8.86
Insperity Mobile_3.7.8_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,29,36.71
Insperity Mobile_3.7.8_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,29,36.71
Insperity Mobile_3.7.8_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,6,7.59
Insperity Mobile_3.7.8_APKPure,Error Message Detected,3.3.1 Error Identification,A,3,3.8
Insperity Mobile_3.7.8_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,5,6.33
IP Tools_ Network Intelligence_1.4.8_APKPure,Overlapping Elements,1.4.12 Text Spacing,AA,30,21.74
IP Tools_ Network Intelligence_1.4.8_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,15,10.87
IP Tools_ Network Intelligence_1.4.8_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,22,15.94
IP Tools_ Network Intelligence_1.4.8_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,30,21.74
IP Tools_ Network Intelligence_1.4.8_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,30,21.74
IP Tools_ Network Intelligence_1.4.8_APKPure,Missing Content Description,1.1.1 Non-text Content,A,2,1.45
IP Tools_ Network Intelligence_1.4.8_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,6,4.35
IP Tools_ Network Intelligence_1.4.8_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,3,2.17
iSeller Kitchen Display_2.368_APKPure,Missing Content Description,1.1.1 Non-text Content,A,4,7.41
iSeller Kitchen Display_2.368_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,4,7.41
iSeller Kitchen Display_2.368_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,4,7.41
iSeller Kitchen Display_2.368_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,8,14.81
iSeller Kitchen Display_2.368_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,17,31.48
iSeller Kitchen Display_2.368_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,17,31.48
Joplin_3.3.8_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,6,28.57
Joplin_3.3.8_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,5,23.81
Joplin_3.3.8_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,5,23.81
Joplin_3.3.8_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,5,23.81
journal,Resize Text - insufficient increase,1.4.4 Resize Text,AA,26,46.43
journal,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,26,46.43
journal,Contrast Failure,1.4.3 Contrast (Minimum),AA,1,1.79
journal,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,1,1.79
journal,Duplicate Text,3.2.4 Consistent Identification,AA,2,3.57
kitchenowl,Missing Accessible Name,"4.1.2 Name, Role, Value",A,2,16.67
kitchenowl,Missing Label or Instruction,3.3.2 Labels or Instructions,A,2,16.67
kitchenowl,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,6,50.0
kitchenowl,Resize Text - insufficient increase,1.4.4 Resize Text,AA,1,8.33
kitchenowl,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,1,8.33
Local_NLP_Backend,Missing Content Description,1.1.1 Non-text Content,A,9,10.71
Local_NLP_Backend,Missing Accessible Name,"4.1.2 Name, Role, Value",A,4,4.76
Local_NLP_Backend,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,32,38.1
Local_NLP_Backend,Duplicate Text,3.2.4 Consistent Identification,AA,4,4.76
Local_NLP_Backend,Resize Text - insufficient increase,1.4.4 Resize Text,AA,10,11.9
Local_NLP_Backend,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,10,11.9
Local_NLP_Backend,Contrast Failure,1.4.3 Contrast (Minimum),AA,15,17.86
logline,Non-essential Content Description Should Be Empty,1.1.1 Non-text Content,A,1,4.35
logline,Contrast Failure,1.4.3 Contrast (Minimum),AA,1,4.35
logline,Gesture-Only Navigation,2.5.1 Pointer Gestures,A,1,4.35
logline,Resize Text - insufficient increase,1.4.4 Resize Text,AA,16,69.57
logline,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,1,4.35
logline,Missing Accessible Name,"4.1.2 Name, Role, Value",A,3,13.04
LumApps_64_APKPure,Contrast Failure,1.4.3 Contrast (Minimum),AA,4,5.71
LumApps_64_APKPure,Missing Accessible Name,"4.1.2 Name, Role, Value",A,2,2.86
LumApps_64_APKPure,Missing Label or Instruction,3.3.2 Labels or Instructions,A,2,2.86
LumApps_64_APKPure,Target Size Failure,2.5.5 Target Size (Enhanced),AAA,19,27.14
LumApps_64_APKPure,Target Size Failure (Minimum),2.5.8 Target Size (Minimum),AA,10,14.29
LumApps_64_APKPure,Duplicate Text,3.2.4 Consistent Identification,AA,2,2.86
LumApps_64_APKPure,Resize Text - insufficient increase,1.4.4 Resize Text,AA,16,22.86
LumApps_64_APKPure,Resize Text - insufficient reduction,Optional Check - Text Reduction,Advisory,15,21.43
